Date, Open, High, Low, Close, Volume
20211217  17:40:00,3386.98,3387.45,3381.69,3382.2,41
20211217  17:45:00,3381.12,3385.76,3380.75,3385.76,42
20211217  17:50:00,3385.57,3392.51,3385.02,3388.1,76
20211217  17:55:00,3389.12,3395.3,3389.12,3391.64,80
20211217  18:00:00,3392.5,3394.39,3390.5,3394.39,53
20211217  18:05:00,3393.66,3394.39,3388.29,3388.89,61
20211217  18:10:00,3389.34,3394.57,3387.73,3392.48,57
20211217  18:15:00,3392.0,3398.87,3391.95,3396.45,85
20211217  18:20:00,3398.0,3400.0,3395.73,3397.67,42
20211217  18:25:00,3398.98,3406.0,3398.18,3404.68,62
20211217  18:30:00,3405.72,3407.05,3401.43,3405.11,112
20211217  18:35:00,3406.0,3407.69,3402.86,3403.47,47
20211217  18:40:00,3404.76,3404.76,3393.18,3396.27,87
20211217  18:45:00,3396.17,3402.61,3396.17,3402.61,30
20211217  18:50:00,3402.78,3408.35,3401.53,3408.11,37
20211217  18:55:00,3407.49,3417.97,3407.49,3417.05,280
20211217  19:00:00,3417.24,3417.29,3406.85,3406.85,110
20211217  19:05:00,3405.27,3409.0,3400.32,3408.01,88
20211217  19:10:00,3407.14,3410.77,3398.77,3398.77,125
20211217  19:15:00,3400.0,3402.0,3398.23,3400.63,40
20211217  19:20:00,3401.0,3403.48,3400.0,3402.21,33
20211217  19:25:00,3401.39,3401.6,3390.99,3395.17,125
20211217  19:30:00,3396.11,3402.0,3396.1,3396.75,56
20211217  19:35:00,3396.24,3400.0,3394.99,3397.23,41
20211217  19:40:00,3398.11,3401.44,3394.83,3401.44,46
20211217  19:45:00,3401.14,3405.45,3400.0,3400.98,100
20211217  19:50:00,3401.0,3401.76,3395.0,3395.28,48
20211217  19:55:00,3395.45,3397.96,3392.0,3395.0,44
20211217  20:00:00,3395.0,3405.99,3393.86,3395.62,103
20211217  20:05:00,3395.57,3397.62,3394.11,3396.34,40
20211217  20:10:00,3395.48,3396.27,3388.83,3389.99,70
20211217  20:15:00,3390.0,3394.46,3384.0,3388.07,70
20211217  20:20:00,3388.76,3397.43,3387.76,3395.39,71
20211217  20:25:00,3396.34,3396.34,3386.97,3386.97,143
20211217  20:30:00,3388.05,3388.93,3375.49,3378.55,106
20211217  20:35:00,3377.86,3386.72,3375.31,3386.72,66
20211217  20:40:00,3386.68,3390.52,3382.77,3387.61,110
20211217  20:45:00,3387.74,3388.6,3375.38,3375.63,153
20211217  20:50:00,3376.76,3396.0,3373.23,3392.46,425
20211217  20:55:00,3394.17,3408.87,3393.51,3400.35,1206
20211220  14:30:00,3337.0,3345.0,3320.11,3329.12,870
20211220  14:35:00,3328.22,3350.0,3322.0,3348.06,340
20211220  14:40:00,3346.04,3350.0,3329.79,3347.4,203
20211220  14:45:00,3345.91,3347.3,3336.36,3336.6,137
20211220  14:50:00,3337.63,3340.84,3328.0,3332.15,170
20211220  14:55:00,3333.66,3355.97,3333.46,3347.02,284
20211220  15:00:00,3346.32,3350.36,3337.0,3337.0,142
20211220  15:05:00,3333.73,3341.44,3333.29,3341.44,65
20211220  15:10:00,3341.8,3341.8,3331.26,3335.33,59
20211220  15:15:00,3336.38,3356.86,3333.54,3351.5,134
20211220  15:20:00,3351.08,3357.49,3348.65,3348.91,95
20211220  15:25:00,3345.0,3347.92,3340.47,3343.49,89
20211220  15:30:00,3343.11,3345.0,3336.3,3342.59,104
20211220  15:35:00,3342.85,3352.04,3342.28,3348.16,67
20211220  15:40:00,3348.02,3353.56,3345.83,3353.0,62
20211220  15:45:00,3354.35,3354.35,3338.0,3338.1,129
20211220  15:50:00,3339.03,3339.03,3327.62,3328.91,125
20211220  15:55:00,3329.98,3333.8,3324.0,3325.18,142
20211220  16:00:00,3324.56,3330.0,3318.0,3318.0,237
20211220  16:05:00,3318.36,3321.66,3312.0,3319.99,246
20211220  16:10:00,3319.13,3323.44,3314.5,3320.09,142
20211220  16:15:00,3320.87,3327.06,3320.11,3325.83,105
20211220  16:20:00,3326.2,3328.43,3320.3,3326.22,185
20211220  16:25:00,3326.61,3329.91,3320.34,3322.87,115
20211220  16:30:00,3320.89,3324.99,3315.21,3316.95,106
20211220  16:35:00,3317.22,3322.98,3315.53,3320.98,38
20211220  16:40:00,3320.16,3325.68,3319.18,3323.34,97
20211220  16:45:00,3322.81,3325.54,3320.34,3320.82,81
20211220  16:50:00,3321.0,3330.39,3320.95,3328.52,137
20211220  16:55:00,3329.41,3330.99,3325.64,3327.54,97
20211220  17:00:00,3326.43,3329.56,3325.94,3328.18,51
20211220  17:05:00,3328.91,3329.02,3321.4,3321.4,86
20211220  17:10:00,3322.36,3323.18,3316.44,3318.0,97
20211220  17:15:00,3317.74,3334.0,3317.37,3330.59,165
20211220  17:20:00,3330.07,3333.59,3328.04,3328.74,90
20211220  17:25:00,3326.67,3330.6,3326.0,3327.59,50
20211220  17:30:00,3326.39,3326.4,3322.14,3322.14,18
20211220  17:35:00,3322.6,3326.1,3322.0,3322.46,23
20211220  17:40:00,3325.0,3327.25,3323.51,3325.96,12
20211220  17:45:00,3325.7,3328.3,3322.79,3328.2,28
20211220  17:50:00,3329.48,3330.46,3327.5,3328.0,30
20211220  17:55:00,3326.76,3328.0,3322.22,3324.06,39
20211220  18:00:00,3324.2,3325.77,3323.43,3324.31,28
20211220  18:05:00,3324.0,3327.81,3322.9,3327.81,33
20211220  18:10:00,3329.66,3330.99,3327.53,3329.81,60
20211220  18:15:00,3329.3,3333.33,3328.62,3329.14,34
20211220  18:20:00,3328.45,3330.13,3326.71,3327.92,23
20211220  18:25:00,3330.52,3331.55,3328.81,3331.17,50
20211220  18:30:00,3331.16,3335.78,3328.15,3329.98,54
20211220  18:35:00,3330.47,3339.59,3330.47,3339.59,55
20211220  18:40:00,3339.18,3345.38,3338.48,3338.5,88
20211220  18:45:00,3338.46,3339.33,3334.89,3336.65,74
20211220  18:50:00,3337.39,3339.99,3333.26,3337.18,94
20211220  18:55:00,3337.43,3340.41,3332.53,3334.03,55
20211220  19:00:00,3335.11,3339.56,3334.79,3335.76,61
20211220  19:05:00,3336.1,3344.0,3336.09,3343.51,80
20211220  19:10:00,3343.5,3343.5,3339.28,3339.29,94
20211220  19:15:00,3339.34,3346.43,3339.1,3344.9,74
20211220  19:20:00,3344.42,3344.42,3338.46,3338.46,75
20211220  19:25:00,3337.4,3339.98,3333.51,3337.45,56
20211220  19:30:00,3337.0,3337.0,3332.5,3334.51,82
20211220  19:35:00,3334.81,3336.85,3334.13,3334.6,26
20211220  19:40:00,3335.84,3338.07,3335.03,3337.76,58
20211220  19:45:00,3335.0,3337.5,3334.97,3337.08,25
20211220  19:50:00,3338.5,3346.21,3338.2,3345.05,58
20211220  19:55:00,3344.93,3346.6,3342.0,3342.0,53
20211220  20:00:00,3342.71,3346.17,3342.33,3342.37,29
20211220  20:05:00,3342.0,3343.81,3338.76,3342.24,43
20211220  20:10:00,3342.52,3345.21,3337.6,3337.73,61
20211220  20:15:00,3338.78,3345.46,3338.78,3345.34,58
20211220  20:20:00,3346.0,3353.0,3341.32,3341.65,134
20211220  20:25:00,3341.16,3342.17,3334.05,3336.6,91
20211220  20:30:00,3335.67,3335.67,3325.0,3325.59,131
20211220  20:35:00,3326.03,3333.0,3325.84,3330.95,105
20211220  20:40:00,3332.98,3335.26,3325.5,3327.26,94
20211220  20:45:00,3326.5,3332.03,3325.25,3325.51,139
20211220  20:50:00,3326.66,3341.0,3326.66,3336.78,284
20211220  20:55:00,3336.38,3344.64,3336.38,3341.96,468
20211221  14:30:00,3357.01,3367.66,3355.72,3358.01,528
20211221  14:35:00,3356.0,3356.9,3342.72,3343.96,222
20211221  14:40:00,3344.03,3347.37,3333.0,3336.93,206
20211221  14:45:00,3335.35,3336.89,3324.21,3328.93,217
20211221  14:50:00,3329.29,3336.23,3324.0,3328.91,189
20211221  14:55:00,3328.04,3334.66,3326.82,3330.0,83
20211221  15:00:00,3330.68,3336.12,3326.98,3326.98,120
20211221  15:05:00,3327.39,3336.02,3326.0,3326.0,129
20211221  15:10:00,3326.02,3328.96,3312.95,3328.31,228
20211221  15:15:00,3328.76,3334.45,3328.76,3333.0,96
20211221  15:20:00,3333.63,3334.71,3323.92,3323.92,91
20211221  15:25:00,3323.09,3324.09,3316.1,3317.76,144
20211221  15:30:00,3316.1,3324.62,3315.8,3322.5,74
20211221  15:35:00,3321.27,3327.44,3321.0,3323.98,52
20211221  15:40:00,3325.97,3327.7,3324.0,3326.74,45
20211221  15:45:00,3324.86,3327.89,3322.0,3325.38,38
20211221  15:50:00,3324.0,3328.79,3324.0,3328.11,53
20211221  15:55:00,3327.52,3331.02,3327.52,3330.68,62
20211221  16:00:00,3327.84,3339.54,3327.34,3339.54,176
20211221  16:05:00,3339.15,3351.0,3339.13,3350.68,312
20211221  16:10:00,3351.0,3351.13,3344.45,3347.6,92
20211221  16:15:00,3348.55,3349.01,3340.53,3340.53,68
20211221  16:20:00,3342.53,3343.08,3337.95,3340.2,59
20211221  16:25:00,3342.0,3345.44,3341.48,3343.85,33
20211221  16:30:00,3343.99,3354.59,3343.55,3354.28,124
20211221  16:35:00,3353.0,3361.55,3350.7,3358.08,136
20211221  16:40:00,3358.79,3363.49,3357.91,3360.59,66
20211221  16:45:00,3361.04,3361.39,3353.54,3353.54,92
20211221  16:50:00,3354.63,3355.92,3352.63,3355.92,74
20211221  16:55:00,3355.77,3356.7,3350.0,3352.5,64
20211221  17:00:00,3353.66,3361.79,3352.98,3356.2,66
20211221  17:05:00,3356.92,3357.54,3352.4,3356.89,50
20211221  17:10:00,3356.0,3375.0,3356.0,3371.02,307
20211221  17:15:00,3371.95,3372.36,3368.53,3370.49,159
20211221  17:20:00,3370.44,3370.77,3365.61,3369.63,89
20211221  17:25:00,3368.29,3374.24,3368.29,3373.8,94
20211221  17:30:00,3373.4,3383.4,3372.09,3381.5,200
20211221  17:35:00,3381.63,3385.07,3376.11,3378.08,94
20211221  17:40:00,3378.38,3385.16,3377.51,3385.16,95
20211221  17:45:00,3386.0,3391.14,3385.73,3386.21,115
20211221  17:50:00,3384.22,3390.87,3384.22,3389.21,62
20211221  17:55:00,3388.13,3392.55,3387.22,3390.94,96
20211221  18:00:00,3390.95,3390.95,3381.9,3383.88,102
20211221  18:05:00,3383.32,3385.77,3376.37,3384.45,73
20211221  18:10:00,3382.97,3385.56,3379.01,3381.18,41
20211221  18:15:00,3381.8,3384.2,3381.32,3382.67,28
20211221  18:20:00,3384.73,3389.0,3384.73,3388.19,31
20211221  18:25:00,3387.73,3388.6,3386.1,3388.6,33
20211221  18:30:00,3390.0,3390.65,3387.41,3388.0,24
20211221  18:35:00,3388.9,3392.52,3387.79,3392.52,61
20211221  18:40:00,3392.46,3400.1,3392.46,3398.8,144
20211221  18:45:00,3399.04,3401.44,3397.58,3399.31,92
20211221  18:50:00,3399.58,3400.31,3396.32,3399.11,73
20211221  18:55:00,3400.17,3400.17,3396.0,3397.46,87
20211221  19:00:00,3398.8,3406.2,3396.04,3405.41,100
20211221  19:05:00,3404.69,3407.0,3402.54,3405.73,90
20211221  19:10:00,3407.14,3410.0,3404.81,3405.74,94
20211221  19:15:00,3405.67,3407.31,3400.84,3400.84,77
20211221  19:20:00,3401.86,3402.39,3392.0,3399.9,157
20211221  19:25:00,3398.57,3403.29,3398.02,3402.37,119
20211221  19:30:00,3402.37,3409.0,3401.06,3403.18,135
20211221  19:35:00,3402.61,3403.59,3400.01,3400.01,74
20211221  19:40:00,3401.49,3405.0,3397.71,3401.32,113
20211221  19:45:00,3401.35,3402.76,3400.1,3400.9,59
20211221  19:50:00,3400.73,3410.51,3400.73,3410.05,115
20211221  19:55:00,3410.44,3413.13,3408.06,3413.13,89
20211221  20:00:00,3411.95,3414.33,3409.66,3412.85,154
20211221  20:05:00,3410.31,3411.92,3408.42,3408.42,63
20211221  20:10:00,3409.06,3411.75,3404.2,3406.44,123
20211221  20:15:00,3406.81,3408.0,3405.53,3405.53,41
20211221  20:20:00,3406.35,3406.98,3394.86,3395.15,120
20211221  20:25:00,3395.78,3401.28,3395.78,3399.29,74
20211221  20:30:00,3399.23,3403.39,3398.49,3401.25,61
20211221  20:35:00,3401.55,3402.22,3396.34,3398.0,77
20211221  20:40:00,3398.38,3398.4,3393.52,3395.1,124
20211221  20:45:00,3394.75,3395.88,3392.63,3393.72,97
20211221  20:50:00,3397.45,3411.0,3396.35,3411.0,170
20211221  20:55:00,3409.74,3410.29,3406.19,3407.74,306
20211222  14:30:00,3385.39,3393.73,3370.01,3391.32,536
20211222  14:35:00,3390.05,3408.0,3385.59,3406.5,325
20211222  14:40:00,3408.0,3418.98,3403.73,3418.58,317
20211222  14:45:00,3419.0,3425.34,3412.23,3413.27,210
20211222  14:50:00,3414.45,3419.2,3408.11,3414.01,165
20211222  14:55:00,3413.85,3419.01,3408.34,3411.29,177
20211222  15:00:00,3412.57,3414.0,3393.97,3399.04,334
20211222  15:05:00,3400.11,3401.21,3390.0,3397.91,152
20211222  15:10:00,3398.89,3402.0,3396.93,3398.0,97
20211222  15:15:00,3399.26,3409.39,3394.39,3406.43,149
20211222  15:20:00,3407.81,3411.28,3402.97,3407.43,114
20211222  15:25:00,3404.46,3408.32,3397.33,3397.33,58
20211222  15:30:00,3399.68,3404.84,3399.54,3403.59,51
20211222  15:35:00,3404.97,3411.49,3399.04,3410.57,75
20211222  15:40:00,3409.86,3410.12,3400.64,3403.28,78
20211222  15:45:00,3403.98,3405.95,3402.76,3404.85,98
20211222  15:50:00,3405.64,3412.59,3405.29,3410.84,144
20211222  15:55:00,3410.06,3411.43,3407.71,3410.0,69
20211222  16:00:00,3411.25,3421.06,3410.4,3420.23,138
20211222  16:05:00,3420.98,3421.46,3412.89,3420.9,42
20211222  16:10:00,3420.12,3438.52,3420.12,3436.53,211
20211222  16:15:00,3435.82,3438.34,3428.36,3428.83,141
20211222  16:20:00,3429.0,3434.78,3428.23,3429.45,91
20211222  16:25:00,3429.83,3435.0,3425.36,3433.6,97
20211222  16:30:00,3434.29,3436.51,3433.05,3436.5,92
20211222  16:35:00,3436.17,3438.39,3433.17,3438.0,90
20211222  16:40:00,3438.48,3440.96,3436.0,3440.3,98
20211222  16:45:00,3441.0,3441.0,3433.02,3435.4,111
20211222  16:50:00,3435.57,3437.79,3431.91,3433.91,89
20211222  16:55:00,3434.1,3436.43,3433.5,3435.13,60
20211222  17:00:00,3435.63,3440.98,3434.02,3438.5,80
20211222  17:05:00,3438.14,3438.81,3435.2,3435.2,44
20211222  17:10:00,3435.1,3435.1,3428.45,3431.74,114
20211222  17:15:00,3431.83,3431.83,3424.05,3429.33,140
20211222  17:20:00,3429.26,3429.89,3423.41,3424.71,56
20211222  17:25:00,3425.16,3429.64,3421.47,3428.85,58
20211222  17:30:00,3430.0,3432.0,3426.33,3429.45,71
20211222  17:35:00,3429.44,3430.98,3424.34,3424.74,56
20211222  17:40:00,3424.79,3424.92,3416.35,3416.35,91
20211222  17:45:00,3416.74,3418.78,3415.0,3415.0,124
20211222  17:50:00,3414.93,3422.61,3414.93,3421.32,95
20211222  17:55:00,3421.58,3423.0,3420.57,3421.89,31
20211222  18:00:00,3420.58,3421.37,3415.31,3420.48,52
20211222  18:05:00,3420.63,3420.64,3417.43,3417.43,13
20211222  18:10:00,3416.72,3417.7,3414.7,3415.39,41
20211222  18:15:00,3415.73,3416.49,3410.56,3410.72,81
20211222  18:20:00,3410.12,3410.8,3406.48,3406.48,92
20211222  18:25:00,3406.5,3407.54,3403.29,3405.38,95
20211222  18:30:00,3405.09,3410.39,3404.26,3409.9,59
20211222  18:35:00,3409.27,3409.27,3385.01,3389.2,362
20211222  18:40:00,3388.57,3388.68,3381.0,3387.96,208
20211222  18:45:00,3387.24,3398.19,3385.02,3390.87,226
20211222  18:50:00,3391.72,3395.98,3389.3,3393.61,63
20211222  18:55:00,3393.71,3394.44,3389.84,3390.59,60
20211222  19:00:00,3389.62,3393.79,3388.34,3390.92,124
20211222  19:05:00,3390.0,3391.29,3387.06,3387.39,94
20211222  19:10:00,3387.48,3393.9,3386.94,3391.71,79
20211222  19:15:00,3391.21,3393.3,3387.76,3389.28,75
20211222  19:20:00,3389.42,3393.25,3389.27,3393.25,36
20211222  19:25:00,3393.23,3394.01,3388.49,3391.15,50
20211222  19:30:00,3391.0,3400.0,3391.0,3399.99,123
20211222  19:35:00,3398.73,3400.08,3397.4,3398.91,128
20211222  19:40:00,3399.32,3400.08,3397.18,3399.29,88
20211222  19:45:00,3397.77,3398.76,3391.27,3393.2,67
20211222  19:50:00,3394.22,3396.23,3393.6,3395.32,30
20211222  19:55:00,3395.58,3404.49,3395.58,3404.49,61
20211222  20:00:00,3403.84,3404.06,3397.23,3398.88,95
20211222  20:05:00,3399.71,3404.99,3398.53,3403.79,60
20211222  20:10:00,3404.4,3406.99,3403.22,3405.71,64
20211222  20:15:00,3406.81,3410.0,3406.07,3406.14,116
20211222  20:20:00,3405.28,3407.05,3402.19,3406.05,100
20211222  20:25:00,3406.65,3407.12,3404.12,3405.84,47
20211222  20:30:00,3405.9,3406.34,3399.74,3400.0,95
20211222  20:35:00,3401.5,3403.7,3401.03,3403.6,56
20211222  20:40:00,3403.88,3403.93,3402.0,3403.83,32
20211222  20:45:00,3403.57,3408.32,3402.32,3406.41,94
20211222  20:50:00,3406.55,3417.67,3406.45,3415.23,262
20211222  20:55:00,3413.98,3421.84,3413.98,3421.08,504
20211223  14:30:00,3408.56,3417.0,3403.0,3409.64,488
20211223  14:35:00,3410.56,3420.65,3409.46,3418.3,294
20211223  14:40:00,3418.8,3426.66,3413.66,3416.73,114
20211223  14:45:00,3418.38,3419.7,3412.26,3413.23,92
20211223  14:50:00,3413.23,3426.02,3413.23,3422.22,205
20211223  14:55:00,3420.77,3424.09,3417.61,3423.23,57
20211223  15:00:00,3423.23,3425.0,3422.11,3423.47,67
20211223  15:05:00,3421.5,3422.78,3412.33,3415.03,54
20211223  15:10:00,3415.27,3427.34,3415.27,3426.84,81
20211223  15:15:00,3426.79,3426.79,3418.31,3419.28,66
20211223  15:20:00,3419.62,3423.02,3419.25,3422.98,57
20211223  15:25:00,3422.7,3422.7,3414.05,3414.21,94
20211223  15:30:00,3416.0,3416.59,3409.24,3415.5,95
20211223  15:35:00,3415.92,3416.09,3413.45,3414.55,56
20211223  15:40:00,3414.52,3418.0,3414.52,3416.5,36
20211223  15:45:00,3417.35,3423.1,3417.35,3423.02,69
20211223  15:50:00,3424.0,3424.0,3419.11,3422.9,41
20211223  15:55:00,3422.89,3424.0,3420.51,3423.66,27
20211223  16:00:00,3424.0,3426.15,3423.24,3424.23,122
20211223  16:05:00,3423.6,3431.32,3423.5,3430.13,146
20211223  16:10:00,3430.8,3439.5,3430.59,3437.63,100
20211223  16:15:00,3437.58,3439.16,3430.37,3431.58,73
20211223  16:20:00,3431.99,3436.01,3429.62,3435.07,114
20211223  16:25:00,3436.5,3436.66,3430.82,3430.82,58
20211223  16:30:00,3431.74,3433.3,3425.24,3425.95,60
20211223  16:35:00,3426.07,3429.04,3424.66,3426.92,63
20211223  16:40:00,3427.42,3432.44,3427.41,3431.56,43
20211223  16:45:00,3430.46,3432.34,3429.32,3432.34,29
20211223  16:50:00,3431.22,3431.22,3426.0,3426.0,61
20211223  16:55:00,3426.0,3428.8,3426.0,3428.67,48
20211223  17:00:00,3428.55,3432.1,3428.55,3432.09,65
20211223  17:05:00,3432.35,3434.61,3431.2,3434.0,58
20211223  17:10:00,3433.58,3433.58,3428.88,3429.5,24
20211223  17:15:00,3431.69,3432.86,3428.25,3428.98,14
20211223  17:20:00,3428.91,3429.61,3426.36,3426.36,23
20211223  17:25:00,3428.82,3431.21,3426.14,3426.14,40
20211223  17:30:00,3426.7,3429.37,3426.0,3426.01,33
20211223  17:35:00,3425.6,3428.07,3424.0,3427.48,104
20211223  17:40:00,3427.01,3429.17,3426.31,3427.69,20
20211223  17:45:00,3427.88,3428.29,3426.55,3426.99,20
20211223  17:50:00,3426.98,3427.4,3425.0,3425.81,27
20211223  17:55:00,3426.23,3427.49,3426.1,3427.08,16
20211223  18:00:00,3427.7,3427.96,3427.17,3427.96,17
20211223  18:05:00,3428.9,3429.57,3428.17,3428.17,24
20211223  18:10:00,3427.75,3428.55,3425.93,3427.95,61
20211223  18:15:00,3428.48,3430.0,3428.47,3429.5,31
20211223  18:20:00,3429.5,3431.0,3429.1,3431.0,64
20211223  18:25:00,3430.57,3437.15,3430.52,3436.18,76
20211223  18:30:00,3437.2,3437.37,3431.83,3431.83,36
20211223  18:35:00,3432.66,3432.66,3430.28,3430.7,31
20211223  18:40:00,3431.37,3433.79,3430.93,3433.78,47
20211223  18:45:00,3434.35,3434.84,3433.54,3434.84,44
20211223  18:50:00,3435.0,3436.13,3432.41,3432.57,31
20211223  18:55:00,3432.81,3432.81,3430.37,3430.98,22
20211223  19:00:00,3430.57,3433.24,3430.28,3431.2,43
20211223  19:05:00,3431.15,3432.28,3428.0,3428.0,38
20211223  19:10:00,3428.26,3428.33,3426.0,3426.35,58
20211223  19:15:00,3425.67,3425.67,3419.33,3422.79,99
20211223  19:20:00,3423.21,3424.51,3422.0,3424.51,29
20211223  19:25:00,3424.15,3425.35,3423.03,3423.93,31
20211223  19:30:00,3425.12,3427.12,3423.11,3423.11,37
20211223  19:35:00,3422.6,3422.98,3421.09,3421.25,32
20211223  19:40:00,3421.98,3425.17,3421.97,3424.04,51
20211223  19:45:00,3424.48,3424.58,3422.0,3422.6,43
20211223  19:50:00,3422.77,3426.68,3422.56,3426.68,45
20211223  19:55:00,3427.0,3427.35,3423.38,3425.4,25
20211223  20:00:00,3425.16,3425.63,3420.6,3421.42,70
20211223  20:05:00,3421.55,3423.55,3421.53,3423.15,52
20211223  20:10:00,3423.53,3425.08,3423.03,3424.25,63
20211223  20:15:00,3424.82,3426.56,3424.03,3425.05,52
20211223  20:20:00,3425.4,3425.54,3422.77,3422.98,53
20211223  20:25:00,3422.18,3424.28,3422.18,3423.65,38
20211223  20:30:00,3423.6,3425.07,3422.75,3423.52,83
20211223  20:35:00,3422.81,3423.99,3422.62,3423.86,92
20211223  20:40:00,3423.55,3427.0,3422.61,3427.0,128
20211223  20:45:00,3427.04,3431.47,3427.04,3431.47,118
20211223  20:50:00,3431.88,3432.98,3428.57,3428.81,217
20211223  20:55:00,3428.0,3428.08,3419.77,3419.77,437
20211227  14:30:00,3420.74,3435.62,3414.0,3435.62,751
20211227  14:35:00,3435.0,3456.75,3433.14,3444.47,643
20211227  14:40:00,3445.48,3458.86,3437.53,3450.59,580
20211227  14:45:00,3451.27,3452.53,3431.13,3438.83,191
20211227  14:50:00,3438.1,3442.99,3418.02,3421.76,343
20211227  14:55:00,3423.18,3433.1,3419.14,3422.0,247
20211227  15:00:00,3422.98,3430.0,3422.58,3425.15,140
20211227  15:05:00,3424.87,3428.89,3422.12,3424.09,74
20211227  15:10:00,3425.44,3425.44,3402.07,3404.1,280
20211227  15:15:00,3405.0,3412.07,3402.0,3410.49,195
20211227  15:20:00,3411.08,3418.83,3410.06,3416.43,109
20211227  15:25:00,3416.37,3420.23,3414.55,3420.23,79
20211227  15:30:00,3421.15,3425.0,3421.15,3425.0,169
20211227  15:35:00,3425.0,3432.14,3423.75,3428.35,186
20211227  15:40:00,3428.65,3428.76,3419.76,3419.76,108
20211227  15:45:00,3419.7,3419.88,3412.22,3412.46,84
20211227  15:50:00,3412.92,3417.24,3412.03,3413.05,101
20211227  15:55:00,3413.08,3419.61,3413.08,3418.62,81
20211227  16:00:00,3419.21,3419.5,3416.45,3418.45,64
20211227  16:05:00,3418.6,3419.67,3416.82,3417.84,77
20211227  16:10:00,3417.27,3424.14,3414.0,3424.05,122
20211227  16:15:00,3423.97,3425.0,3416.22,3417.37,125
20211227  16:20:00,3417.49,3418.35,3413.21,3415.56,76
20211227  16:25:00,3414.77,3419.4,3414.01,3419.08,69
20211227  16:30:00,3417.06,3418.74,3410.85,3410.9,112
20211227  16:35:00,3410.0,3410.64,3406.46,3410.62,127
20211227  16:40:00,3408.3,3411.09,3406.0,3408.89,85
20211227  16:45:00,3408.44,3409.96,3404.03,3405.3,115
20211227  16:50:00,3404.68,3407.89,3403.29,3406.21,107
20211227  16:55:00,3406.24,3408.08,3403.68,3405.21,82
20211227  17:00:00,3405.06,3408.98,3403.86,3407.28,76
20211227  17:05:00,3406.33,3406.82,3403.17,3405.13,53
20211227  17:10:00,3405.01,3405.02,3402.0,3403.06,134
20211227  17:15:00,3403.53,3403.77,3395.09,3396.4,138
20211227  17:20:00,3395.57,3395.67,3388.01,3394.65,238
20211227  17:25:00,3394.57,3405.93,3394.14,3404.9,237
20211227  17:30:00,3405.73,3409.17,3401.73,3405.72,186
20211227  17:35:00,3404.76,3405.16,3398.83,3399.97,51
20211227  17:40:00,3398.72,3404.17,3397.08,3404.17,50
20211227  17:45:00,3404.65,3405.01,3400.51,3401.54,81
20211227  17:50:00,3399.78,3404.26,3399.31,3404.26,42
20211227  17:55:00,3403.81,3404.65,3401.18,3403.16,38
20211227  18:00:00,3402.57,3402.57,3398.0,3398.99,45
20211227  18:05:00,3399.0,3400.6,3397.55,3400.16,40
20211227  18:10:00,3399.94,3400.4,3398.42,3400.0,23
20211227  18:15:00,3400.5,3402.15,3397.16,3402.15,58
20211227  18:20:00,3402.35,3407.15,3401.29,3402.93,103
20211227  18:25:00,3404.59,3406.0,3403.67,3404.0,44
20211227  18:30:00,3405.15,3405.83,3403.08,3404.13,37
20211227  18:35:00,3403.76,3404.21,3398.43,3400.0,79
20211227  18:40:00,3400.0,3402.68,3400.0,3402.02,29
20211227  18:45:00,3401.7,3401.7,3397.3,3398.83,62
20211227  18:50:00,3399.42,3400.27,3398.5,3399.43,60
20211227  18:55:00,3399.85,3401.87,3398.5,3401.87,87
20211227  19:00:00,3401.66,3401.66,3396.0,3397.74,52
20211227  19:05:00,3397.0,3397.16,3394.4,3395.84,153
20211227  19:10:00,3396.14,3396.39,3392.1,3394.32,61
20211227  19:15:00,3394.4,3395.61,3393.45,3395.19,45
20211227  19:20:00,3395.39,3396.03,3392.44,3395.03,76
20211227  19:25:00,3395.13,3397.04,3394.0,3395.26,64
20211227  19:30:00,3395.5,3395.5,3393.01,3395.08,59
20211227  19:35:00,3394.22,3397.02,3393.48,3396.41,50
20211227  19:40:00,3395.96,3400.0,3395.07,3397.01,93
20211227  19:45:00,3396.5,3399.36,3395.01,3397.91,68
20211227  19:50:00,3398.33,3399.2,3396.06,3398.03,55
20211227  19:55:00,3397.75,3400.0,3397.51,3397.95,52
20211227  20:00:00,3397.15,3397.95,3394.52,3395.55,70
20211227  20:05:00,3396.43,3398.67,3396.0,3397.04,47
20211227  20:10:00,3396.74,3397.39,3395.38,3397.39,57
20211227  20:15:00,3397.54,3398.98,3396.33,3396.48,43
20211227  20:20:00,3396.82,3398.15,3394.43,3395.04,49
20211227  20:25:00,3395.07,3396.1,3393.12,3394.31,58
20211227  20:30:00,3394.0,3394.42,3391.15,3391.47,96
20211227  20:35:00,3391.52,3391.52,3384.31,3385.61,192
20211227  20:40:00,3385.75,3390.28,3385.75,3387.52,137
20211227  20:45:00,3389.01,3390.34,3387.74,3389.93,92
20211227  20:50:00,3390.12,3395.02,3390.02,3394.74,221
20211227  20:55:00,3394.76,3396.15,3390.67,3393.71,373
20211228  14:30:00,3403.65,3409.39,3401.0,3405.11,432
20211228  14:35:00,3405.11,3405.11,3382.71,3384.5,201
20211228  14:40:00,3384.44,3403.03,3383.76,3399.2,171
20211228  14:45:00,3398.35,3398.35,3389.1,3391.8,104
20211228  14:50:00,3390.0,3405.0,3385.0,3402.75,221
20211228  14:55:00,3403.53,3405.0,3395.96,3398.61,211
